Name,Title,Description
Russian (RUSS),RUSS 1001.  Beginning Russian Language and Introduction to Russian Culture I.  3 Hours.,"Emphasis on the development of proficiency and communicative competence at the novice level in the four basic skills: speaking, listening, reading, and writing, as defined by the American Council on the Teaching of Foreign Languages Proficiency Guidelines. Awareness of various sociocul- tural aspects and the distinctiveness of certain cul- tural traditions. RUSS 1001 is not open for credit to students with two or more years of high school Russian or the equivalent."
Russian (RUSS),RUSS 1002.  Beginning Russian Language and Introduction to Russian Culture II.  3 Hours.,"Prerequisite: RUSS 1001 or the equivalent. A continuation of RUSS 1001, with emphasis on proficiency and communicative competence at the novice level in the four basic skills: speaking, listening, reading, and writing, as defined by the American Council on the Teaching of Foreign Lang- uages Proficiency Guidelines. Awareness of various sociocultural aspects and the distinctiveness of cer- tain cultural traditions."
Russian (RUSS),RUSS 1111.  Intensive Russian Language and Culture.  3 Hours.,"Prerequisite: Two or more years of high school Russian or the equivalent. Emphasis on the development of proficiency and communicative competence at the novice level in the four basic skills: speaking, listening, reading, and writing, as defined by the American Council on the Teaching of Foreign Languages Proficiency Guidelines. Awareness of various sociocultural aspects and the distinctiveness of certain cultural traditions. RUSS 1111 is a one-semester combination of RUSS 1001 and RUSS 1002. This course is designed for those students not fully prepared for the 1002 level. RUSS 1111 reviews the concepts presented in RUSS 1001 and advances the student through the material of RUSS 1002."
Russian (RUSS),RUSS 2001.  Intermediate Russian Language and Russian Culture I.  3 Hours.,"Prerequisite: RUSS 1002 or the equivalent. Emphasis is on the development of proficiency and communicative compe- tence at the intermediate level in the four basic skills: speaking, listening, reading, and writing, as defined by the American Council on the Teaching of Foreign Lan- guages Proficiency Guidelines. Awareness and understanding of various sociocultural aspects and the distinctiveness of certain cultural traditions."
Russian (RUSS),RUSS 2002.  Intermediate Russian Language and Russian Culture II.  3 Hours.,"Prerequisite: RUSS 2001 or the equivalent. A continuation of RUSS 2001, with emphasis on proficiency and communica- tive competence at the intermediate level in the four basic skills: speaking, listening, reading, and writing, as defin- ed by the American Council on the Teaching of Foreign Languages Proficiency Guidelines. Awareness and understanding of various sociocultural aspects and the distinctiveness of certain cultural traditions."
Russian (RUSS),RUSS 3010.  Intermediate Russian Grammar and Conversation.  3 Hours.,"A study of conversational and writing techniques integrating grammatical structures and appropriate vocabulary.  Emphasis is given to practicing all four skills - listening, speaking, reading, and writing - using authentic materials to increase cultural competency."
Russian (RUSS),RUSS 3900.  Intermediate Russian through Film.  3 Hours.,"Prerequisites:  RUSS 3010 or approval of Instructor.  A study of Russian films, to strengthens oral and written language skills at the intermediate level.  The course focuses on films portraying contemporary Russian culture and society."
Secondary Education (SEED),SEED 2000.  Written and Verbal Communication for Secondary Education Teachers.  3 Hours.,"Practice and application of techniques in verbal and written communication specifically for the middle and secondary classroom.  The use of standardized English will be emphasized in speaking, reading, writing, and listening."
Secondary Education (SEED),SEED 2999.  Entry to the Education Profession.  0 Hours.,"Graded Satisfactory/Unsatisfactory.  A required non-credit course for all teacher education candidates pursuing a VSU recommendation for initial certification; must be successfully completed prior to admission to teacher education.  Candidates are required to establish an electronic portfolio and provide evidence that all teacher education admission requirements have been satisfactorily met.  If an unsatisfactory grade is earned, the course must be repeated until a satisfactory grade is received."
Secondary Education (SEED),SEED 3000.  Issues and Trends in Secondary Education.  3 Hours.,"Prerequisite: SEED 2999.  This a check-point course, and check-point requirements must be met.  An advanced study of contemporary practices and problems in grades 6-12, with an emphasis placed on philosophy, multicuturalism, reflective practices, and management of time, resources, and students. Successful completion of a 40-hour middle school field experience in required."
Secondary Education (SEED),"SEED 3020.  Introduction to Standards, Planning, and Assessment.  2 Hours.","Prerequisites:  Appropriate 2999 course; Co-requisite: SEED 4610.  An introduction to the basic principles of instructional design and lesson planning.  The course emphasizes the interrelationships among content standards, instructional objectives, planning, and assessment.  The course includes evidence-based practices and theories related to student learning.  A field experience is required."
Secondary Education (SEED),SEED 3991.  Differentiated Instruction in Secondary Education.  3 Hours.,"Prerequisite:  Appropriate 2999 course.  A study of how differentiating content, process, products, and assessment can impact student achievement of diverse populations.  Emphasis is on developing the knowledge and skills to design a differentiated classroom and exploring technology as a tool to enhance student learning."
